"rank","time","help","text"
"力荐","2018-12-04","1","13年至今最优秀的华语电影原声，白水和Mc石头竟能出现在同一部电影里，也是够神奇的。"
"推荐","2018-12-04","2","李看那个玩 好像你啊"
"推荐","2016-09-03","2","整体退回到电视电影的质感有点可惜，电子配乐虽有个性，但阴暗气氛太明显，过早暴露了影片基调。但敢于揭露中国社会那诚信缺失，没有平等观念，总是心照不宣的集体编造谎言的“文化根源”的胆量很支持！导演也暗暗把这种没有原则不择手段的心理提高到了信仰冲突的层面上，呼唤着不再排斥个性的多元社会"
"较差","2018-12-07","6","看得非常无奈。可以说是学了表演之后的后遗症。女主角好多场戏演得实在太尴尬了，从最初那只爱因斯坦丢了那场戏开始，就让我不断出戏。。。很多词说出来跟读课文一样，情绪完全不对。很多激烈点的情绪就是生挤出来的，让人看得尴尬到想笑。从故事本身、剧本设计上面、镜头、配乐上面都算是不错了。虽然剧本上面也有一些让人觉得不真实的地方，但三分还是有的。现实总是比故事残酷多了。女主的戏真的没法看，一直没把我带进故事的情绪里。。。"
"推荐","2018-12-23","2","不被重视随意取的名字，强制涂改已填好的的志愿；寻狗被认作无理取闹，情绪化叛逆遭到毒打；酒桌文化浇息了去天文馆的热情，强咽狗肉宣告着彻底向成人世界妥协。青春的阵痛细细密密绵里藏针，成长的代价酸酸楚楚痛彻心扉，谁都不想成为“用一个谎言去圆另一个谎言的大人”，但又不可避免的被伪善的成人世界所吞噬。PS，个人认为任何父母向孩子隐瞒已育新孩的事实都是极其愚蠢的行为。"
"力荐","2018-11-30","3","终于知道“不被理解”这四个字会贯穿一生，我们也终究会向这个现实的只能活一次的世界妥协。无论是2岁正值牙牙学语的孩子，13岁转型年龄的叛逆少年， 40岁上有老下有小的中年男子，70岁柴米油盐操心子女的老人，还是两条本只是凭缘分而来的小狗…都不被理解。只是有一天，终于学会欣然接受和不期待改变。最感动的地方是，爸爸的哭泣，捂住的却是我的眼。影片最后，我明知道他是爱因斯坦，但他已经从我身边走远，一场背着人的哭泣，这是我离开无忧少年的纪念，足以。唉，其实成人的世界，也挺好的。"
"推荐","2018-12-13","3","总体来讲还是不错的，但是前半截小女孩太作，后半截又太惨，难免让人感觉有点假。但是，对于社会的规训、重男轻女的现象的展现都还不错，笔调虽然充满阴冷的臆想，但人物还算立体。最大的问题是开头的钢牙和结尾的钢刀其实并不对等，这种主题的窄化和降级，难道不是创作者本人的自我规训吗？"
"推荐","2018-11-04","11","炒鸡喜欢，某颜色家的粉丝让人想吐，自己想养号拿别人的作品恶意刷低分怎么会有!这种人别人辛辛苦苦拍的恶意刷低分还一副理所应当的样子让我作呕，好了这片子我炒鸡喜欢啊啊啊啊啊"
"较差","2018-12-15","4","不够好不够好，前半段没有任何戏剧张力的情况下可见真的不行。奇怪的父母，奇怪的氛围，特别的孩子成了最“奇怪”的人。讲得不够痛，不够有共情。明明是麻木，愚昧，缺位，怎么又变成谁都不容易呢？反思也不到位。这类电影还可以拍，不是隐隐约约，而是明明白白。"
"还行","2013-11-14","2","期望太高，实则还好。无论多倔强尖锐终究会被磨平，会变得妥协，会变得理解，变得不反驳变得不挣扎，所谓青春的代价。全片音乐多得令人发指，只要有情绪就有音乐，做得太过了。父亲打孩子那段还是很有感触很现实的。噗，全系忙活了那么久的金字奖，在最后的放映环节出了这么大的问题，唉饿死了嗷嗷嗷！"
"还行","2018-01-27","4","还算流畅，也不做作，剧情实在有些牵强"
"无评价","2018-12-08","3","虽然是2013年就已诞生的“新片”，但我还是决定把它放在今年的十佳备选里，能在大银幕看到是荣幸的。前两年的最佳青春片是《猴子》和《野马》，今年又终于有了这部《狗十三》，巧的是三部都是讲少女的青春。对少女心思的细腻表现不输《猴子》，家庭牢笼的主题又与《野马》相通，更重要的是《狗十三》诞生的年份更早，原来我们早就有能和世界各地最好青春片抗衡的作品。 没有常见的撒狗血或喂鸡汤，本片的表达是丰富的，不光是很多评论提到的所谓“成长的伤痛”，它还指向了更深层的原因，即家庭往往以爱之名扼杀个性，吃狗肉那场戏是标志主角终于被驯化的逆向弧光完成，在我看来这是一部恐怖片。弟弟的角色则表达了爱被夺取和侵占之感。全片都在强调主角与成人世界的隔阂，那句被重复两次的台词“以后会越来越多的”向我们提示了成长的艰难。"
"推荐","2018-11-30","3","哪一个人的长大不是一个恐怖故事，猛的回头心存侥幸自己逃过一劫。"
"还行","2018-11-25","1","虽然有些揪心，却是少有的关注教育的好片。去的路上正好听到一段播客，”教育<U+0001D404><U+0001D41D><U+0001D42E><U+0001D41C><U+0001D41A><U+0001D42D><U+0001D422><U+0001D428><U+0001D427> 区别于训练training 培养的是人格，而不是工具，通过教育培养社会责任与人文关怀，懂得区分事实和观点，学会批判与分析，让我们拥有审美和自律，好的教育应该赋予人自我教育的能力。” 总结的很好，电影表达也很深刻。"
"还行","2018-03-27","2","所谓成长本质上都是对现实更大程度的妥协，妥协的是人，坚持的是狗"
"推荐","2017-06-02","2","一切都早已不复存在，再强求也没用，但是，妥协也不该。"
"推荐","2018-12-09","2","我觉得我的青春期比这放羊多了，简直是无法无天"
"力荐","2018-12-14","1","请远离你的初心。"
"较差","2018-12-31","1","价值扭曲的真神经病家庭。。曹保平还是去拍凶杀吧"
"推荐","2018-01-28","1","能勾起许多痛苦的回忆。平静又跌宕起伏的成长着，撕碎又拼凑起来。以后这种事还多着呢。"
"推荐","2014-04-16","3","当你的感情只能和宠物交流，是不是应该抬起头看看身边人。成长的过程会有不公有误解有寻找有彷徨，可这些阵痛终会随着你的成长而开花结果，只是有些被了结有些被深化。当你被爸爸劝着酒又吃下无法下咽的狗肉时，身边人无法接受，你却安然无事，可这不是成长，真正的成长是对爸爸说男人哭吧不是罪。"
"推荐","2016-07-01","3","近年最好的国内青春片。配乐是白水，所以女主耳机里听的是腰的《紧张》，与家人吵架时放的Nirvana，都让人会心一笑@资料馆"
"推荐","2018-12-13","4","我们就是这样长大的，但是我们还是幸福的"
"力荐","2018-11-14","5","他不是一个好父亲，也不是一个坏父亲，他是个可怜人，是代表了千万父权社会下家庭里的男人的一个小小的缩影。如果打是爱的模式，那这样的爱不要也罢。狗可以买一条新的，孩子生了怕是悔也塞不回去。在生儿育女的社会模式里，似乎没有多少人想过负责。能赚钱就是负责了么。有吃有喝就是负责了么。如果养育里的爱是奢侈品，那么是不是可以先想一想，到底能不能承担乱消费的代价。 什么是区别对待？推了爷爷的“我”被爸爸暴打。打了奶奶的弟弟可以被爸爸哄。年纪是允许犯错的理由么。 喝酒买醉的“我”被爸爸砸了酒瓶，酒桌上的“我”被爸爸推出去敬酒。这就是要认清场合的成长么。 狗肉如同嚼蜡。懂事的代价就是要咽下所有的伤痛，藏起来所有的痛苦。 什么是懂事呢？霍，这样的事儿，以后还多着呢。 “你，见过真正的大人么”"
"很差","2018-12-19","4","所有被彩虹屁误导看完想骂娘的朋友，推荐阅读《长大成人的难处》。关于为人子女时，所经历和渴望被抚平的那些酸痛，所有为人父母之后的迷茫无措，渴望得到的指导， 这类我们误以为会在《狗十三》得到的共鸣和慰藉，你会在《长大成人的难处》里找到。"
"力荐","2013-10-16","3","看完之后觉得这部片子特别牛逼，很少有一部国产片能给我这种感觉，我在里面好像看见了我自己正踮起脚尖，无声无息地走进充满谎言的成人世界，心里暗暗地希望平行时空里的我，一定一定不要变成这个样子。（ps，映后见面，男主说这个角色，他不觉得他很恶心，他觉得他挺不容易的。我试图理解，很震撼。）"
"较差","2018-12-09","2","无聊得狠，全靠一条狗撩拨人。真他妈费劲"
"推荐","2018-12-15","3","片子太满了，但我哭到抽加一星。三年级家长心血来潮从乡下抱来小猫，养了两个月天天尿床有一天被我妈偷偷送人，放学回家就崩溃了。那天跟我一起玩的小姑娘陪着一起嚎，跟我妈说阿姨你知不知道这对xx打击也太大了！ 长大后我们绝交了。"
"还行","2013-11-15","2","刻意找了一个开放式结局的故事，想表达的东西很多，但什么都没点透……结尾的那个MV几乎让整个片子积蓄的劲儿全泄了……时间跨度交代的也不是很清楚，不过至少比大多数中国电影强一些"
"很差","2018-12-14","3","一次过盛的习得性无助养成，在一个成年人臆想的世界里过剩。开头一看到果靖林心头一颤，果然完蛋又给生生演成了聒噪的电视剧。剪辑和配乐更是无法容忍，台词已经满到溢出来，又生怕观众看不懂，用音乐在背后猛推情绪，这跟想要表达的霸权之昧有何区别？得到一致共鸣的扭曲的“懂事”之路，其实并不如此，令人悲悯的人生不可能从13岁才开始，恰恰相反，真正心中装着宇宙的孩子，在叛逆的年岁已经学会如何倔强地听话。而且悲惨的童年也并不能理所应当设定在离异、重男轻女的典型的五不好家庭。另外，酒驾也不处理一下吗？"
"推荐","2016-07-30","3","难得一遇的好片<U+22EF><U+22EF>类似的经历从童年走到现在我想说，你们打孩子发泄的时候别再说我是为你好长大你就明白。我现在长大了，就没认为你们的劣行对过，别tm再骗自己骗孩子了，你们要承认自己被社会一些恶劣体制所愚昧的事实"
"力荐","2018-11-11","2","太残忍了，而更残忍的是，这样残忍的成长，太普遍。 温柔的反义词，是无能。 （发现李玩听腰，十分惊喜） （看的时候总忍不住想，文淇妹妹应该可以演得更好。当然张雪迎演的很好，只是个人偏爱。）"
"力荐","2018-12-06","2","它有一万个可以崩掉的可能，最后在这个靠谱团队的把控下，不仅把故事讲好，却还刀刀切中要害，对于每个从这种环境和教育中走出来的人而言都太过于真实，甚至就是在讲观众自己。"
"力荐","2018-01-27","2","看得好郁闷。人最可怕的不是带着恨意的伤害，而且带着善意的伤害。女主角从开始的声嘶力竭，到最后的呆滞木讷，转变的突然，让人心疼。三次的“爱因斯坦”，一次的相伴，一次的怜悯，还有一次的放手。人总是需要长大，如果没办法抗拒，那么且慢一点好吗？"
"还行","2018-11-01","2","在多数人的意识里，教育是单向的，施与受界限分明，这就决定了永远也不会有一套方法令双方都满意。好的教育本质上是双方从零开始建立起一套全新的人际关系，任何两个人的关系都是因人而异的，这就给之外的人留下了广阔的点评空间，所以教育总能引起广泛的争论。还有一个原因是，大多数人都一半是家长一半是孩子。"
"较差","2018-12-04","5","完全读不懂的电影。 每一个人设，每一句台词，我脑子里都蹦出来“不对”两个字。与我对生活的认知相行甚远…… 留下我的疑惑： 1. 小女孩为什么那样吃面条？ 2. 吃着面条会想到去撩衣服，看有没有长肉？ 3. 小狗吵到小女孩睡觉为什么还要一次次的拉近？ 4. 找狗是那样找的吗？朝天喊名字？ 5. 继母带条假狗回来，强说是原来那条，用来建立继母的人设，表达女孩的有口难辩？ 6. 父亲在门口抓着女孩的手，砸向门，手背先贴门，酒瓶会那样碎了？ 7. 父亲打了她，躲进厕所，会想到要洗澡？？？ 8. 楼上那个学鸟叫，鹰叫的精神病什么寓意？ 9. 去了流浪狗之家，说狗死了，父亲在车上流泪了，什么情绪？ 10. 得了物理一等奖，庆祝完回家，父亲接到母亲的电话后，情绪起，大哭，是想表达以前的感情很深？"
"力荐","2018-03-27","1","不管是最初的爱因斯坦还是后来成为爱因斯坦的爱因斯坦，我都保护不好甚至拥有不了它。你把自认为好的强加于我，却不知道你也在逼我否定过去的自己与合群妥协。当过别人家的孩子也羡慕过别人家的孩子，发现唯独做自己是不会值得家长拿出去炫耀的。"
"力荐","2018-02-01","1","看孩子如何给成人讲道理。"
"推荐","2018-11-03","2","疼痛中成长的细微青春。"
"推荐","2018-03-28","1","刚好和我一个时代 但是故事很远 女主像徐娇"
"力荐","2018-12-08","3","片名应叫《狗B》。狗是一条线索，残酷的青春成长才是电影背后的现实。我曾经可以跟你讲述《时间简史》里的平行宇宙，幻想着摆脱命运的桎梏；我曾经可以为了小狗的走失，在深夜折尽嗓子汪汪的大叫；我曾经可以为了内心一直向往的天文展，在hypocritical的酒席里径自离开。然而，新狗代替老狗，不变的是狗的反抗，变的却是人在成长过程中逐渐向狗B世界的妥协和屈服。"
"力荐","2018-11-26","9","为什么会有人认为女孩综合来说是经历了一种很“残忍”的感受？我看到的更多是压抑现实下的温情。表姐在爱情和亲情中的自知和退避，一种爱。最后的弟弟牛奶过敏暗示了女主和弟弟血缘的纽带。单亲家庭的现实本身就会让人不得不承受委屈，但这之外，每一个人是真实立体而有苦衷的。每一个场景，人不得不曲意逢迎、在一个家庭为单位的小群体中因为爱和在乎而付出的、少女叛逆时期的个性与长久以来十分普遍的人与人之间不能理解的“不在场”。没有人是不希望打破厚障壁的。微妙人性给了摆在面前的现象之下一些涌动的牛奶般模糊而脆弱的暗语。少女提供了一个视角，而任何一个家庭成员的视角之下，痛苦的本质相似，人们却懂事而忍受着什么去撕碎自己并笑出来。"
"推荐","2018-12-06","2","王大根说是第一次出门找狗的时候会挨揍，那要是在我的家庭里第一次挨揍片头在学校就发生了。推啊搡啊摁脖子，随后就是一拳锤脊梁骨上，那还拍什么拍呢。文明城市才配有故事。"
"推荐","2018-02-01","2","一部看起来很疼的电影，非常生猛。所谓成长，不过是一个伪命题，过程注定孤独，注定满目疮痍，那些隐秘的委屈可能永远都不会有人理解，以主观镜头作为心理的现实投射，虚伪、欺诈、充满社会笑的成人世界，就是狗B"
"推荐","2016-09-22","1","78/100"
"力荐","2018-11-13","3","狗=十三 共鸣就是 我们和十三岁的Li Wan、爱因斯坦、新爱因斯坦一样慢慢被所谓的对我们的好磨平了棱角 “用说实话开头的句子一般都是谎话” 喜欢物理 奶奶给的牛奶 小背心 ... 每一个细节都是讽刺 家长做的那些关心的举动 只是为了自己安心罢了 中国式家庭 中国式教育 中国式压迫 中国式饭局 中国式成长 最终我们成长成了“伪善”的大人 成为了遇到爱因斯坦却不希望它认出自己 因为自己没有办法好好保护它的人"
"力荐","2018-12-07","3","别当大人 大人都是狗逼"
"较差","2018-12-17","6","充满新概念作文式的做作。 并非撕逼、堕胎、三角恋才狗血，日常中的刻奇惊悚也别是一种矫情：所谓共鸣仅限曹保平稳重处分下的生活细节，整个文学脚本却实在低劣愚蠢。 李玩与Einstein感情交代不足，寻狗一节强烈戏剧冲突就过犹不及的丝毫不能代入李玩视角，只觉她自私、冷漠、蛮横，没教养、不懂事还给脸不要脸——买来新狗后不依不饶，李堂缓和矛盾于是李玩明知她属意高放还和他不清不楚：何止hypocritical，简直绿茶婊；十几岁的人为寻狗偏执成狂含有故意的摔伤爷爷自始至终没见道歉反过来倒义正辞严和一个不小心打到奶奶的几岁小孩较上了劲：爷爷丢狗时心心念念是孙女爱吃螃蟹，弟弟弄狗时也没见及时制止、甚至不和父母说明——到狗咬人又一脸受害者的出现，根本心机婊本婊。 编剧如此顾影自怜已经恶意爆表，观众自认婊气大概真是受迫害妄想狂发作。"
"推荐","2018-11-28","2","“以其昭昭使人昭昭”之影，孩子“总得喜欢个谁”，大人“总得更喜欢个谁”。大人对待错误的态度，不知在平行宇宙是否不同：这个世界里，蝙蝠飞入教室而亡；平行宇宙中，鸟儿能否重获自由？全年级最高分的喜悦后，是格格不入的生日歌。酒与牛奶的交替，时间简史与论语的对照，“爱因斯坦”与“爱因斯坦”有何异同，人与狗又有何区别。全然不懂他人之心，他人亦不懂你之念。一路奔跑伴随一路灯灭，你不想发生的事情还多得很。伪善的单词重复不已，孩子的人生循环起止。成长的本真究竟何在？“再回首，恍然如梦。再回首，我心依旧。”"
"力荐","2018-12-12","3","哭到不行。要说多少次“算了”才能变成大人。没人记得你是个不喝牛奶的小孩。“以后这样的事儿还多着呢。”"
"无评价","2018-11-26","0","对平行世界的幻想，对自己所认定事物的坚持，对家人的任性和不懂事，对成人世界的向往与不解。爱恨分明，真实，不被理解的青春。"
"推荐","2017-03-30","2","重新看了一遍剧本，发现剧本要比成片好得多。中国最好的成长类的电影"
"推荐","2019-01-03","2","如何定义成熟？社会标准终究会压倒个体挣扎，在每个人头上扣上“标准答案”的帽子，不停质询强化对构建身份的顺从，就像明知道“我爱你”的标准答案从来就不是“我知道”，但最终都会屈服于多数人的镣铐，因为在每个社会、每个阶段，拒绝成熟的成年人都会被视为异类（学鸟叫的大人和学狗叫的孩子）；但本片还是做出勇敢的反成长抗争，小镇切口下真实感受到了切肤之痛和成长之殇，在这种环境（和大人的冠冕堂皇不断对抗又妥协）下的成长难避免会带有时间的阵痛与残缺，迎合恶趣味之后的伪善笑容，是不符合年龄的浮躁，“这种事以后会经常发生”。英文名多少有千与千寻的意味，狗与人，在被“谋杀”后交换得来新的身份，他们说这是成长必要的牺牲。"
"推荐","2018-12-11","2","堂堂是平行宇宙里另一个巧巧。活着，想对天开一枪。"
"很差","2018-12-13","2","看来对把青春成长拍成了农民起义还是颇有自觉的，半路居然唱出来了……视角流转从人到狗再到蝙蝠也是一景。"
"力荐","2018-12-08","3","我老家有句话，“七岁八岁惹人嫌，十三十四狗还嫌。”以前觉得曹保平的电影总是差口气，这回这口气提上来了。这是部真正的青春片：一个青春期少女面对社会生存法则不断退让，微笑，妥协，逐渐成为大人希望的“成长”的样子。退让得太真实，真实得让人心疼。家里人都爱你，但是他们并不了解你。总在大人的角度思考问题，永远走不进孩子的心。青春期的孩子，够傻够作够幼稚。但家长是否该用这种粗暴的方式让她“成长”呢？片尾与爱因斯坦的错过让我想起王小波的《猫》：《猫》里“我”的“成长”以猫献祭，而李玩的“成长”以狗献祭。演员都太好了，张雪迎，父亲，小弟弟，还有“爱因斯坦”。片名也好，脑补结尾的李玩怀想着爱因斯坦，悲哀地发现自己再也不能不“长大”，连自己的小弟弟都开始有人不再帮扶时，对这个世界恶狠狠地讲出一句脏话。狗B。"
"推荐","2018-02-03","1","（在中国）长大真残酷，硬把你的心磨成圆滑世故的铁石心肠，太难了……曹保平的电影始终有不合理的牵强的地方，但这部瑕不掩瑜了"
"无评价","2014-04-16","2","你用你的良心给那些狗逼玩意见识了永远吃不到的东西 当一个十三岁的女孩看时间简史听腰的音乐 有人就该觉得脸疼"
"较差","2018-12-13","6","很遗憾这样的题材制作出的电影并没有打动我。 电影节奏感太差，主演情绪太做作，诸如此类。 抑郁症患者最厌恶他人轻描淡写点评一句：“这算什么” 然而我身为抑郁症患者，我还是要说，这电源，这8.4分，究竟算什么？只因为它是国产电影，就被吹成这样? 烂片一部，不服憋着"
"力荐","2014-04-16","4","20分钟后开始渐入佳境，全程高能，涉及教育家庭的问题非常广而深刻。讽刺意味十足，单线叙事的极致。剧本相当高能，细思极恐。向曹保平导演致敬。"
"推荐","2018-12-28","0","喜欢，并没有普通疼痛青春作品的矫揉造作，异常真实。作为一个小时候同样被打的孩子，感觉很多事很多话都发生在自己身上过。格局小但却深刻，曹保平对此片的把控太棒了，张雪迎的表演也非常厉害。可有可无的感情线也没有完全落入俗套。"
"推荐","2014-02-26","2","这种真实性，切入点，已经很难得了。"
"推荐","2018-12-09","1","8分，驯化"
"推荐","2018-12-16","0","教育缺失下少女成长的真实写照。家庭不温，冷暖自知，很喜欢小女主的桀骜性格，小弟饭局上背的那句“养不教父之过”时机真对。"
"力荐","2018-11-25","2","四星半吧。这才是中国式青春，至少，是中国主流青少年的青春。成绩还不错的孩子青春尚且如此，其他的更加不堪一些。中国的家庭教育，是无解的。家长无知，自以为是，孩子们成长的路，只能靠自己摸索着走一步算一步。“以后这样的事情，还多着呢。”20181125传奇影城蓝色港湾店"
"还行","2018-03-27","1","所谓的长大其实就是妥协和认清现实吧"
"推荐","2018-11-27","2","透过李玩的视角观察中国的教育问题与环境，拿捏真实，力道准确，代入感强，细节写得妙，尽管我觉得在一些处理上仍有瑕疵。它是对你我都经历过的青春年代的一次盛大审判，然而回首起来依然是短暂期限内无法改变的困境，"
"力荐","2018-04-05","4","去他么成人世界，不见谁长大，无非是“变大”很牛叉吗？大人只会逃辩题，用自以为重要的事情分散注意力，给你一块糖叫你“乖乖的”，不如做个叫出“根本就不是甜的”的狗13"
"力荐","2018-09-30","1","不孝有三无后为大个屁"
"推荐","2018-12-14","2","我觉得酒桌上的那句矫情挺点题的：“读书越多越孤独”，人越长大越孤独，不仅是李玩，也包括她堂姐、父亲乃至爷爷奶奶，其实都活在自己的世界里。影片也因此取得了一种奇妙的平衡，避免了青春期的自恋和矫情。扮演爷爷奶奶都是好演员，可惜表演有点程式化了。结尾其实停在与爱因斯坦重逢的那段更好。这不是曹保平最好的电影，但肯定是他最平实的一部。"
"力荐","2018-12-07","2","真实灼目。以往只在夜深将睡之际想起一些片段，而本片将“长大”过程中的掌印抓痕血渍汇集成册，唤起幸存者深埋于心的梦魇。“以后这样的事还多着呢”，接受了这句话，终于可以好好地在这个世界上活下去了。"
"无评价","2018-04-09","0","非常西安！anbl说跟她家一模一样~ 小狗狗好可爱 少女的成长总是伤痛的> <"
"力荐","2018-12-04","7","希望所有人看完电影都不会产生共鸣，希望不要有人像我一样在电影院哭成傻子。"
"推荐","2018-08-20","4","大人还没长大孩子就老了"
"推荐","2018-12-09","2","进入成人世界的标准是学会妥协。如果说孩子是狗，家庭教育就是驯化。而其中野性过强的“异类”或是彻底游荡于主流社会之外，或是以一副拒人千里的冷态苟活。有趣的是，需要看这部影片的人恰恰不会来看，只有受害者们相互慰藉"
"推荐","2018-03-27","1","狗十三这个名字即粗鲁又直接。如果把一个灵动的生命，驯化成一具行走的躯壳那不是教育，那是一场谋杀，骂一句狗B不过分。"
"力荐","2018-11-25","0","中国式教育，难得难得"
"推荐","2018-12-05","2","李玩这个小姑娘，和爱因斯坦的命运也没什么区别。狗我让你养你就得养，让你扔你就得扔。我说它是爱因斯坦它就是爱因斯坦。让你喝酒你就得喝，让你吃狗肉你就得吃狗肉！但是我觉得这个电影最怂的就是结尾处“本片不支持虐待动物和吃狗肉”但是没写“不支持未成年饮酒”"
"力荐","2018-11-30","0","各种地方都不完美的曹保平可能才是最好的他，各种地方都不完美的电影可能才是最好的电影，爸打你，是因为爸爱你，子女与父母互相消磨，磨到大人痛哭，孩子成为大人。2018的十佳。"
"力荐","2018-11-09","2","李玩没有认领丢失的“爱因斯坦”一处最妙：1、狗代替女孩逃离家庭的束缚与枷锁；2、成长代表敢于舍弃自己喜欢的事物；3、人生某一阶段的缺失，换任何时间都无法弥补。"
"推荐","2018-11-28","2","中国式家长，中国式青春，中国式叛逆与妥协。绝对是近年最好的青春片了。公映时必定二刷！"
"推荐","2018-12-04","3","青春的真相便是不断失去，失去那些你视若珍宝而别人却弃如敝履的一切，正是因为尝到了失去的滋味所以人才会懂得如何保护自己，然后找到自我的安全区不再让他人伤害我们，也许这是我们根本不喜欢的样子，不知道这算不算坏事，但人就是在不断碰触那些由不得我们选择的一切的同时获得了对真实的世界的认知，如果人生的真相也是不断失去，那我希望自己珍视的东西消失的慢一点再慢一点，好让我不那么快地显得一无所有。"
"还行","2018-12-08","3","张雪迎有点尬啊…"
"还行","2018-11-01","2","五年前的電影资源遍地时根本没人看这说下个月终于『公映』了，也开始汁源“封禁”了起来，可能国产片的风头也开始『叫好叫座』了吧？！"
"推荐","2018-12-05","1","在暴力和责骂的外力下，在一次次过度的愤怒与悲伤的催化下，孩子终于长成了父母眼里乖巧的懂事模样。吃狗肉、担心爱因斯坦认出她然后在巷子口一个人哭泣、不再据理力争只有哭着乞求…一幕幕都如此令人心疼、惋惜…"
"推荐","2018-12-02","2","看的多次泪流满面，一个少女的残酷成长，面对隔代传统父权体制下的社会，信息错位，社会环境跟传统会有巨大的惯性和力量，会让人容易存活，会压迫人，会吃人。李玩身上有我们太多人的影子，眉头上的青春痘显得那样的真实，她想要维护自己内心的秩序，最后她遵从了社会的秩序。 有人说电影是要表达愤怒，我看到的是现实。也许再过一两代人，会变得更好。"
"力荐","2015-08-26","1","狗是狼驯化而来的，“长大”也是一个少女被“驯化”的过程，真正的青春残酷物语。"
"力荐","2018-12-09","3","多像是看我自己的故事啊。如果我十三四岁有写日记，日记里可能写得都是坐在防盗网上李玩想的吧。那种被强迫的恐惧、被辜负的沉痛以及被贯穿整个青少年时代以不懂事儿为名的指责都不会磨灭。但也必须承认，人小的时候的确过分以自我为中心，而现实世界也的确不是你想的就是理所应当的"
"力荐","2018-01-27","1","以爱的名义骗你，以爱的名义打你，就是剥夺了你的选择权，站在道德制高点对你施压，他们所说的长大懂事其实就是隐忍，压制自己真实欲望，手破了也要面带微笑！"
"推荐","2018-12-07","3","“不要忘记曾被粗暴对待的青春，虽然没被世界温柔以待，但也请不要把粗暴习以为常。”如果真的有平行宇宙，那我大概很心疼某个时空的自己有着这样的人生。你不会一直活在不快乐的十三岁，而那个十三岁的你终于也被理解了。"
"无评价","2018-11-25","0","哎 看得好累。"
"推荐","2018-12-09","1","死公主的帕凡舞曲。"
"很差","2018-12-14","5","作过头了，你以为观众都是傻逼看不出你要表达的那点儿东西"
"推荐","2018-11-15","3","女主的家庭背景和我室友很像，很多情节也都是我们成长过程中经历过的，过于真实引发不适。可能为了基调不过分黑暗把父亲的行为改得温情很多，现实生活中女主不管是找狗还是任何逆反行为都会遭到所有人的指责，同理心在中式家长身上几乎不存在，尤其是对女儿【不要问我是怎么知道的 然而我们就是这样一天天长大。还是比较庆幸自己是独生子女，这部影片里提及的问题在我的成长过程中骤减一半。"
"推荐","2016-07-01","2","情感和叙事的节奏都非常好，青春成长的呈现，但并没有展现其原因，但也足够合理不矫情。到最后每一次我都以为结尾了，结果居然还有另一个结尾点。好在最后是比较光明的呈现。每个人都需要与少年的规则，不成体系的价值观挥别。最后少女还是进入了成人世界。"
"力荐","2018-12-10","1","建议片头增加“如果你这样当家长，你就是一个狗B”，然后强制所有人观看"
"推荐","2018-03-26","1","后半段太好了，细节都很真实，突然想到其实童年剥离记忆的美好蒙层是一个痛苦和残酷的过程。不怪家庭，不怪成长的每一个环境节点，成长真的很残酷，要成为墙上的那块砖，要成为自绞双翼的鸟最后缄默的戳破幻想。狗是这个青春的一个旁观，狗的丢和死很象征。要是能克制一点精简一点配乐少一点妥妥的五星"
"推荐","2018-12-14","0","应该有平行宇宙吧。否则这个狗B的世界太无望了。爱因斯坦不见了，假装的替代不了，真的找不回了，只能在回忆时伤心缅怀，可以咽下牛奶了也可以咀嚼狗肉了。我长大了，TA死了。"
"还行","2018-12-09","4","剧情太过真实让我第一次怕在电影院崩溃所以剩了一个小时没看就逃出了电影院。问了朋友结局是女主“变成了听话的好女孩”，太惨了，真的太惨了。女孩惨我们也惨，中国孩子的成长就是各种不致命的“惨”累积的。"
"较差","2018-12-09","3","我真的没办法感同身受，不是因为我有多幸福，而是即使不是宠爱长大的我，也觉得女主谈不上懂事善良，有宠爱她的爷爷奶奶，有虽然没有陪伴但是其实能看出来关心他的父亲，还有那个继母，有些情节想展现她有心机，但是即使是有心机，她也不是一个恶毒的后妈，她还在用她的心机顾虑这女主的心情。还有一个可能不是一直站在她身边的表姐，但是也是关心着她，会真心为她开心为她难过的人，我不觉得女主有资格觉得全世界都欠了她的，更没有资格觉得自己是悲惨的"
"推荐","2018-12-07","1","其实这部电影有没有孩子的人都应该去看看，我们的成长过程中或多或少都经历过片中女孩的境遇，也最好不要让下一代再去经历一遍。大人们爱用“你要懂事”“你得听话”强塞给孩子一些事物，不管他们需不需要愿不愿意；再用“你要懂事”“你得听话”把这些剥夺，不管孩子舍不舍得痛不痛苦。真正的大人什么样？当学会妥协、忍受、沉默、伪善之后，就已经无奈的踏进成人世界了。"
"推荐","2018-12-09","1","学会懂事，学会伪善，选择被接受，选择自我阉割，这样你才有了“入世”的基本条件。<时间简史>和科技馆在唐诗、三字经面前只不过是崇洋媚外的小把戏而已。宁愿选择“丢失”，也比收获“痛苦”要好过一点。"
