"year","region","passage","sentence","sentence_low"
"2015","天津","B","Fellow Robots is one company bringing social robots to the market.","fellow robots is one company bringing social robots to the market."
"2015","天津","B","The company's ""Oshbot"" robot is built to assist customers in a store, which can help the customers find items and help guide them to the product's location in the store.","the company's ""oshbot"" robot is built to assist customers in a store, which can help the customers find items and help guide them to the product's location in the store."
"2015","天津","B","It can also speak different languages and make recommendations for different items based on what the customer is shopping for.","it can also speak different languages and make recommendations for different items based on what the customer is shopping for."
"2015","天津","B","The more interaction the robot has with humans, the more it learns.","the more interaction the robot has with humans, the more it learns."
"2015","天津","B","But Oshbot, like other social robots, is not intended to replace workers, but to work alongside other employees.","but oshbot, like other social robots, is not intended to replace workers, but to work alongside other employees."
"2015","天津","B","""We have technologies to train social robots to do things not for us, but with us,"" said Breazeal.","""we have technologies to train social robots to do things not for us, but with us,"" said breazeal."
"2015","天津","B","41 How are social robots different from household robots?","41 how are social robots different from household robots?"
"2015","天津","B","A.They can control their emotions.","a.they can control their emotions."
"2015","天津","B","B.They are more like humans.","b.they are more like humans."
"2015","天津","B","C.They do the normal housework.","c.they do the normal housework."
"2015","天津","B","D.They respond to users more slowly.","d.they respond to users more slowly."
"2015","天津","B","42 What can a Jibo robot do according to Paragraph 3?","42 what can a jibo robot do according to paragraph 3?"
"2015","天津","B","A.Communicate with you and perform operations.","a.communicate with you and perform operations."
"2015","天津","B","B.Answer your questions and make requests.","b.answer your questions and make requests."
"2015","天津","B","C.Take your family pictures and deliver milk.","c.take your family pictures and deliver milk."
"2015","天津","B","D.Obey your orders and remind you to take pills.","d.obey your orders and remind you to take pills."
"2015","天津","B","43 What can Oshbot work as?","43 what can oshbot work as?"
"2015","天津","B","A.A language teacher.","a.a language teacher."
"2015","天津","B","B.A tour guide.","b.a tour guide."
"2015","天津","B","C.A shop assistant.","c.a shop assistant."
"2015","天津","B","D.A private nurse.","d.a private nurse."
"2015","天津","B","44 We can learn from the last paragraph that social robots will ______.","44 we can learn from the last paragraph that social robots will ______."
"2015","天津","B","A.train employees","a.train employees"
"2015","天津","B","B.be our workmates","b.be our workmates"
"2015","天津","B","C.improve technologies","c.improve technologies"
"2015","天津","B","D.take the place of workers","d.take the place of workers"
"2015","天津","B","45 What does the passage mainly present?","45 what does the passage mainly present?"
"2015","天津","B","A.A new design idea of household robots.","a.a new design idea of household robots."
"2015","天津","B","B.Marketing strategies for social robots.","b.marketing strategies for social robots."
"2015","天津","B","C.Information on household robots.","c.information on household robots."
"2015","天津","B","D.An introduction to social robots.","d.an introduction to social robots."
"2015","天津","C","One day when I was 12, my mother gave me an order: I was to walk to the public library, and borrow at least one book for the summer.","one day when i was 12, my mother gave me an order: i was to walk to the public library, and borrow at least one book for the summer."
"2015","天津","C","This was one more weapon for her to defeat my strange problem -- inability to read.","this was one more weapon for her to defeat my strange problem -- inability to read."
"2015","天津","C","In the library, I found my way into the ""Children's Room.""","in the library, i found my way into the ""children's room."""
"2015","天津","C","I sat down on the floor and pulled a few books off the shelf at random.","i sat down on the floor and pulled a few books off the shelf at random."
"2015","天津","C","The cover of a book caught my eye.","the cover of a book caught my eye."
"2015","天津","C","It presented a picture of a beagle.","it presented a picture of a beagle."
"2015","天津","C","I had recently had a beagle, the first and only animal companion I ever had as a child.","i had recently had a beagle, the first and only animal companion i ever had as a child."
"2015","天津","C","He was my secret sharer, but one morning, he was gone, given away to someone who had the space and the money to care for him.","he was my secret sharer, but one morning, he was gone, given away to someone who had the space and the money to care for him."
"2015","天津","C","I never forgot my beagle.","i never forgot my beagle."
"2015","天津","C","There on the book's cover was a beagle which looked identical to my dog.","there on the book's cover was a beagle which looked identical to my dog."
"2015","天津","C","I ran my fingers over the picture of the dog on the cover.","i ran my fingers over the picture of the dog on the cover."
"2015","天津","C","My eyes ran across the title, Amos, the Beagle with a Plan.","my eyes ran across the title, amos, the beagle with a plan."
"2015","天津","C","Unknowingly, I had read the title.","unknowingly, i had read the title."
"2015","天津","C","Without opening the book, I borrowed it from the library for the summer.","without opening the book, i borrowed it from the library for the summer."
"2015","天津","C","Under the shade of a bush, I started to read about Amos.","under the shade of a bush, i started to read about amos."
"2015","天津","C","I read very, very slowly with difficulty.","i read very, very slowly with difficulty."
"2015","天津","C","Though pages were turned slowly, I got the main idea of the story about a dog who, like mine, had been separated from his family and who finally found his way back home.","though pages were turned slowly, i got the main idea of the story about a dog who, like mine, had been separated from his family and who finally found his way back home."
"2015","天津","C","That dog was my dog, and I was the little boy in the book.","that dog was my dog, and i was the little boy in the book."
"2015","天津","C","At the end of the story, my mind continued the final scene of reunion, on and on, until my own lost dog and I were, in my mind, running together.","at the end of the story, my mind continued the final scene of reunion, on and on, until my own lost dog and i were, in my mind, running together."
"2015","天津","C","My mother's call returned me to the real world.","my mother's call returned me to the real world."
"2015","天津","C","I suddenly realized something: I had read a book, and I had loved reading that book.","i suddenly realized something: i had read a book, and i had loved reading that book."
"2015","天津","C","Everyone knew I could not read.","everyone knew i could not read."
"2015","天津","C","But I had read it.","but i had read it."
"2015","天津","C","Books could be incredibly wonderful and I was going to read them.","books could be incredibly wonderful and i was going to read them."
"2015","天津","C","I never told my mother about my ""miraculous"" (奇迹般地) experience that summer, but she saw a slow but remarkable improvement in my classroom performance during the next year.","i never told my mother about my ""miraculous"" (奇迹般地) experience that summer, but she saw a slow but remarkable improvement in my classroom performance during the next year."
"2015","天津","C","And years later, she was proud that her son had read thousands of books, was awarded a PhD in literature, and authored his own books, articles, poetry and fiction.","and years later, she was proud that her son had read thousands of books, was awarded a phd in literature, and authored his own books, articles, poetry and fiction."
"2015","天津","C","The power of the words has held.","the power of the words has held."
"2015","天津","C","46 The author's mother told him to borrow a book in order to ______.","46 the author's mother told him to borrow a book in order to ______."
"2015","天津","C","A.encourage him to do more walking","a.encourage him to do more walking"
"2015","天津","C","B.let him spend a meaningful summer","b.let him spend a meaningful summer"
"2015","天津","C","C.help cure him of his reading problem","c.help cure him of his reading problem"
"2015","天津","C","D.make him learn more about weapons","d.make him learn more about weapons"
"2015","天津","C","47 The book caught the author's eye because ______.","47 the book caught the author's eye because ______."
"2015","天津","C","A.it contained pretty pictures of animals","a.it contained pretty pictures of animals"
"2015","天津","C","B.it reminded him of his own dog","b.it reminded him of his own dog"
"2015","天津","C","C.he found its title easy to understand","c.he found its title easy to understand"
"2015","天津","C","D.he liked children's stories very much","d.he liked children's stories very much"
"2015","天津","C","48 Why could the author manage to read the book through?","48 why could the author manage to read the book through?"
"2015","天津","C","A.He was forced by his mother to read it.","a.he was forced by his mother to read it."
"2015","天津","C","B.He identified with the story in the book.","b.he identified with the story in the book."
"2015","天津","C","C.The book told the story of his pet dog.","c.the book told the story of his pet dog."
"2015","天津","C","D.The happy ending of the story attracted him.","d.the happy ending of the story attracted him."
"2015","天津","C","49 What can be inferred from the last paragraph?","49 what can be inferred from the last paragraph?"
"2015","天津","C","A.The author has become a successful writer.","a.the author has become a successful writer."
"2015","天津","C","B.The author's mother read the same book.","b.the author's mother read the same book."
"2015","天津","C","C.The author's mother rewarded him with books.","c.the author's mother rewarded him with books."
"2015","天津","C","D.The author has had happy summers ever since.","d.the author has had happy summers ever since."
"2015","天津","C","50 Which one could be the best title of the passage?","50 which one could be the best title of the passage?"
"2015","天津","C","A.The Charm of a Book","a.the charm of a book"
"2015","天津","C","B.Mum's Strict Order","b.mum's strict order"
"2015","天津","C","C.Reunion with My Beagle","c.reunion with my beagle"
"2015","天津","C","D.My Passion for Reading","d.my passion for reading"
"2015","天津","D","Once when I was facing a decision that involved high risk, I went to a friend.","once when i was facing a decision that involved high risk, i went to a friend."
"2015","天津","D","He looked at me for a moment, and then wrote a sentence containing the best advice I've ever had: Be bold and brave -- and mighty (强大的) forces will come to your aid.","he looked at me for a moment, and then wrote a sentence containing the best advice i've ever had: be bold and brave -- and mighty (强大的) forces will come to your aid."
"2015","天津","D","Those words made me see clearly that when I had fallen short in the past, it was seldom because I had tried and failed.","those words made me see clearly that when i had fallen short in the past, it was seldom because i had tried and failed."
"2015","天津","D","It was usually because I had let fear of failure stop me from trying at all.","it was usually because i had let fear of failure stop me from trying at all."
"2015","天津","D","On the other hand, whenever I had plunged into deep water, forced by courage or circumstance, I had always been able to swim until I got my feet on the ground again.","on the other hand, whenever i had plunged into deep water, forced by courage or circumstance, i had always been able to swim until i got my feet on the ground again."
"2015","天津","D","Boldness means a decision to bite off more than you can eat.","boldness means a decision to bite off more than you can eat."
"2015","天津","D","And there is nothing mysterious about the mighty forces.","and there is nothing mysterious about the mighty forces."
"2015","天津","D","They are potential powers we possess: energy, skill, sound judgment, creative ideas -- even physical strength greater than most of us realize.","they are potential powers we possess: energy, skill, sound judgment, creative ideas -- even physical strength greater than most of us realize."
"2015","天津","D","Admittedly, those mighty forces are spiritual ones.","admittedly, those mighty forces are spiritual ones."
"2015","天津","D","But they are more important than physical ones.","but they are more important than physical ones."
"2015","天津","D","A college classmate of mine, Tim, was an excellent football player, even though he weighed much less than the average player.","a college classmate of mine, tim, was an excellent football player, even though he weighed much less than the average player."
"2015","天津","D","""In one game I suddenly found myself confronting a huge player, who had nothing but me between him and our goal line,"" said Tim.","""in one game i suddenly found myself confronting a huge player, who had nothing but me between him and our goal line,"" said tim."
"2015","天津","D","""I was so frightened that I closed my eyes and desperately threw myself at that guy like a bullet -- and stopped him cold.""","""i was so frightened that i closed my eyes and desperately threw myself at that guy like a bullet -- and stopped him cold."""
"2015","天津","D","Boldness -- a willingness to extend yourself to the extreme -- is not one that can be acquired overnight.","boldness -- a willingness to extend yourself to the extreme -- is not one that can be acquired overnight."
"2015","天津","D","But it can be taught to children and developed in adults.","but it can be taught to children and developed in adults."
"2015","天津","D","Confidence builds up.","confidence builds up."
"2015","天津","D","Surely, there will be setbacks (挫折) and disappointments in life; boldness in itself is no guarantee of success.","surely, there will be setbacks (挫折) and disappointments in life; boldness in itself is no guarantee of success."
"2015","天津","D","But the person who tries to do something and fails is a lot better off than the person who tries to do nothing and succeeds.","but the person who tries to do something and fails is a lot better off than the person who tries to do nothing and succeeds."
"2015","天津","D","So, always try to live a little bit beyond your abilities -- and you'll find your abilities are greater than you ever dreamed.","so, always try to live a little bit beyond your abilities -- and you'll find your abilities are greater than you ever dreamed."
"2015","天津","D","51 Why was the author sometimes unable to reach his goal in the past?","51 why was the author sometimes unable to reach his goal in the past?"
"2015","天津","D","A.He faced huge risks.","a.he faced huge risks."
"2015","天津","D","B.He lacked mighty forces.","b.he lacked mighty forces."
"2015","天津","D","C.Fear prevented him from trying.","c.fear prevented him from trying."
"2015","天津","D","D.Failure blocked his way to success.","d.failure blocked his way to success."
"2015","天津","D","52 What is the implied meaning of the underlined part?","52 what is the implied meaning of the underlined part?"
"2015","天津","D","A.Swallow more than you can digest.","a.swallow more than you can digest."
"2015","天津","D","B.Act slightly above your abilities.","b.act slightly above your abilities."
"2015","天津","D","C.Develop more mysterious powers.","c.develop more mysterious powers."
"2015","天津","D","D.Learn to make creative decisions.","d.learn to make creative decisions."
"2015","天津","D","53 What was especially important for Tim's successful defense in the football game?","53 what was especially important for tim's successful defense in the football game?"
"2015","天津","D","A.His physical strength.","a.his physical strength."
"2015","天津","D","B.His basic skill.","b.his basic skill."
"2015","天津","D","C.His real fear.","c.his real fear."
"2015","天津","D","D.His spiritual force.","d.his spiritual force."
"2015","天津","D","54 What can be learned from Paragraph 5?","54 what can be learned from paragraph 5?"
"2015","天津","D","A.Confidence grows more rapidly in adults.","a.confidence grows more rapidly in adults."
"2015","天津","D","B.Trying without success is meaningless.","b.trying without success is meaningless."
"2015","天津","D","C.Repeated failure creates a better life.","c.repeated failure creates a better life."
"2015","天津","D","D.Boldness can be gained little by little.","d.boldness can be gained little by little."
"2015","天津","D","55 What is the author's purpose in writing this passage?","55 what is the author's purpose in writing this passage?"
"2015","天津","D","A.To encourage people to be courageous.","a.to encourage people to be courageous."
"2015","天津","D","B.To advise people to build up physical power.","b.to advise people to build up physical power."
"2015","天津","D","C.To tell people the ways to guarantee success.","c.to tell people the ways to guarantee success."
"2015","天津","D","D.To recommend people to develop more abilities.","d.to recommend people to develop more abilities."
"2016","天津","A","A Language Programme for Teenagers","a language programme for teenagers"
"2016","天津","A","Welcome to Teenagers Abroad!","welcome to teenagers abroad!"
"2016","天津","A","We invite you to join us on an amazing journey of language learning.","we invite you to join us on an amazing journey of language learning."
"2016","天津","A","Our Courses","our courses"
"2016","天津","A","Regardless of your choice of course, you'll develop your language ability both quickly and effectively.","regardless of your choice of course, you'll develop your language ability both quickly and effectively."
"2016","天津","A","Our Standard Course guarantees a significant increase in your confidence in a foreign language, with focused teaching in all 4 skill areas -- speaking, listening, reading and writing.","our standard course guarantees a significant increase in your confidence in a foreign language, with focused teaching in all 4 skill areas -- speaking, listening, reading and writing."
"2016","天津","A","Our Intensive Course builds on our Standard Course, with 10 additional lessons per week, guaranteeing the fastest possible language learning (see table below).","our intensive course builds on our standard course, with 10 additional lessons per week, guaranteeing the fastest possible language learning (see table below)."
"2016","天津","A","Course Type      Days      Number of Lessons    Course Timetable","course type      days      number of lessons    course timetable"
"2016","天津","A","Standard Course  Mon－Fri  20 lessons           9:00—12:30","standard course  mon－fri  20 lessons           9:00—12:30"
"2016","天津","A","Intensive Course Mon－Fri  20 lessons           9:00—12:30","intensive course mon－fri  20 lessons           9:00—12:30"
"2016","天津","A","Intensive Course Mon－Fri  10 lessons           13:00—14:30","intensive course mon－fri  10 lessons           13:00—14:30"
"2016","天津","A","Evaluation","evaluation"
"2016","天津","A","Students are placed into classes according to their current language skills.","students are placed into classes according to their current language skills."
"2016","天津","A","The majority of them take an online language test before starting their programme.","the majority of them take an online language test before starting their programme."
"2016","天津","A","However, if this is not available, students sit the exam on the first Monday of their course.","however, if this is not available, students sit the exam on the first monday of their course."
"2016","天津","A","Learning materials are provided to students throughout their course, and there will never be more than 15 participants in each class.","learning materials are provided to students throughout their course, and there will never be more than 15 participants in each class."
"2016","天津","A","Arrivals and Transfer","arrivals and transfer"
"2016","天津","A","Our programme offers the full package -- students are taken good care of from the start through to the very end.","our programme offers the full package -- students are taken good care of from the start through to the very end."
"2016","天津","A","They are collected from the airport upon arrival and brought to their accommodation in comfort.","they are collected from the airport upon arrival and brought to their accommodation in comfort."
"2016","天津","A","We require the student's full flight details at least 4 weeks in advance.","we require the student's full flight details at least 4 weeks in advance."
"2016","天津","A","Meals / Allergies (过敏) / Special Dietary Requirements","meals / allergies (过敏) / special dietary requirements"
"2016","天津","A","Students are provided with breakfast, dinner and either a cooked or packed lunch (which consists of a sandwich, a drink and a dessert) .","students are provided with breakfast, dinner and either a cooked or packed lunch (which consists of a sandwich, a drink and a dessert) ."
"2016","天津","A","Snacks outside of mealtimes may be purchased by the student individually.","snacks outside of mealtimes may be purchased by the student individually."
"2016","天津","A","We ask that you let us know of any allergies or dietary requirements as well as information about any medicines you take.","we ask that you let us know of any allergies or dietary requirements as well as information about any medicines you take."
"2016","天津","A","Depending on the type of allergies and/or dietary requirements, an extra charge may be made for providing special food.","depending on the type of allergies and/or dietary requirements, an extra charge may be made for providing special food."
"2016","天津","A","36 How does Intensive Course differ from Standard Course?","36 how does intensive course differ from standard course?"
"2016","天津","A","A.It is less effective.","a.it is less effective."
"2016","天津","A","B.It focuses on speaking.","b.it focuses on speaking."
"2016","天津","A","C.It includes extra lessons.","c.it includes extra lessons."
"2016","天津","A","D.It gives you confidence.","d.it gives you confidence."
"2016","天津","A","37 When can a student attend Standard Course?","37 when can a student attend standard course?"
"2016","天津","A","A.13:00-14:30 Monday.","a.13:00-14:30 monday."
"2016","天津","A","B.9:00-12:30 Tuesday.","b.9:00-12:30 tuesday."
"2016","天津","A","C.13:00-14:30 Friday.","c.13:00-14:30 friday."
"2016","天津","A","D.9:00-12:30 Saturday.","d.9:00-12:30 saturday."
"2016","天津","A","38 Before starting their programme, students are expected to ______.","38 before starting their programme, students are expected to ______."
"2016","天津","A","A.take a language test","a.take a language test"
"2016","天津","A","B.have an online interview","b.have an online interview"
"2016","天津","A","C.prepare learning materials","c.prepare learning materials"
"2016","天津","A","D.report their language levels","d.report their language levels"
"2016","天津","A","39 With the full package, the programme organizer is supposed to ______.","39 with the full package, the programme organizer is supposed to ______."
"2016","天津","A","A.inform students of their full flight details","a.inform students of their full flight details"
"2016","天津","A","B.look after students throughout the programme","b.look after students throughout the programme"
"2016","天津","A","C.offer students free sightseeing trips","c.offer students free sightseeing trips"
"2016","天津","A","D.collect students' luggage in advance","d.collect students' luggage in advance"
"2016","天津","A","40 Which of the following may require an extra payment?","40 which of the following may require an extra payment?"
"2016","天津","A","A.Cooked dinner.","a.cooked dinner."
"2016","天津","A","B.Mealtime dessert.","b.mealtime dessert."
"2016","天津","A","C.Packed lunch.","c.packed lunch."
"2016","天津","A","D.Special diet.","d.special diet."
"2016","天津","B","Every man wants his son to be somewhat of a clone, not in features but in footsteps.","every man wants his son to be somewhat of a clone, not in features but in footsteps."
"2016","天津","B","As he grows you also age, and your ambitions become more unachievable.","as he grows you also age, and your ambitions become more unachievable."
"2016","天津","B","You begin to realize that your boy, in your footsteps, could probably accomplish what you hoped for.","you begin to realize that your boy, in your footsteps, could probably accomplish what you hoped for."
"2016","天津","B","But footsteps can be muddied and they can go off in different directions.","but footsteps can be muddied and they can go off in different directions."
"2016","天津","B","My son Jody has hated school since day one in kindergarten.","my son jody has hated school since day one in kindergarten."
"2016","天津","B","Science projects waited until the last moment.","science projects waited until the last moment."
"2016","天津","B","Book reports weren't written until the final threat.","book reports weren't written until the final threat."
"2016","天津","B","I've been a newspaperman all my adult life.","i've been a newspaperman all my adult life."
"2016","天津","B","My daughter is a university graduate working toward her master's degree in English.","my daughter is a university graduate working toward her master's degree in english."
"2016","天津","B","But Jody?","but jody?"
"2016","天津","B","When he entered the tenth grade he became a ""vo-tech"" student (技校学生) .","when he entered the tenth grade he became a ""vo-tech"" student (技校学生) ."
"2016","天津","B","They're called ""motorheads"" by the rest of the student body.","they're called ""motorheads"" by the rest of the student body."
"2016","天津","B","When a secretary in my office first called him ""motorhead"", I was shocked.","when a secretary in my office first called him ""motorhead"", i was shocked."
"2016","天津","B","""Hey, he's a good kid,"" I wanted to say.","""hey, he's a good kid,"" i wanted to say."
"2016","天津","B","""And smart, really.""","""and smart, really."""
"2016","天津","B","I learned later that motorheads are, indeed, different.","i learned later that motorheads are, indeed, different."
"2016","天津","B","They usually have dirty hands and wear dirty work clothes.","they usually have dirty hands and wear dirty work clothes."
"2016","天津","B","And they don't often make school honor rolls (光荣榜) .","and they don't often make school honor rolls (光荣榜) ."
"2016","天津","B","But being the parent of a motorhead is itself an experience in education.","but being the parent of a motorhead is itself an experience in education."
"2016","天津","B","We who labor in clean shirts in offices don't have the abilities that motorheads have.","we who labor in clean shirts in offices don't have the abilities that motorheads have."
"2016","天津","B","I began to learn this when I had my car crashed.","i began to learn this when i had my car crashed."
"2016","天津","B","The cost to repair it was estimated at $800 ""Hey, I can fix it,"" said Jody.","the cost to repair it was estimated at $800 ""hey, i can fix it,"" said jody."
"2016","天津","B","I doubted it , but let him go ahead, for I had nothing to lose.","i doubted it , but let him go ahead, for i had nothing to lose."
"2016","天津","B","My son ,with other motorheads, fixed the car.","my son ,with other motorheads, fixed the car."
"2016","天津","B","They got parts(零件）from a junkyard, and ability from vo-tech classes.","they got parts(零件）from a junkyard, and ability from vo-tech classes."
"2016","天津","B","The cost was $25 instead of $800.","the cost was $25 instead of $800."
"2016","天津","B","Since that first repair job, a broken air-conditioner, a non-functioning washer and a non-toasting toaster have been fixed.","since that first repair job, a broken air-conditioner, a non-functioning washer and a non-toasting toaster have been fixed."
"2016","天津","B","Neighbors and co-workers trust their car repairs to him.","neighbors and co-workers trust their car repairs to him."
"2016","天津","B","These kids are happiest when doing repairs.","these kids are happiest when doing repairs."
"2016","天津","B","They joke and laugh and are living in their own relaxed world.","they joke and laugh and are living in their own relaxed world."
"2016","天津","B","And their minds are bright despite their dirty hands and clothes.","and their minds are bright despite their dirty hands and clothes."
"2016","天津","B","I have learned a lot from my motorhead: publishers need printers, engineers need mechanics, and architects need builders.","i have learned a lot from my motorhead: publishers need printers, engineers need mechanics, and architects need builders."
"2016","天津","B","Most important, I have learned that fathers don't need clones in footsteps or anywhere else.","most important, i have learned that fathers don't need clones in footsteps or anywhere else."
"2016","天津","B","My son may never make the school honor roll.","my son may never make the school honor roll."
"2016","天津","B","But he made mine.","but he made mine."
"2016","天津","B","41 What used to be the author's hope for his son?","41 what used to be the author's hope for his son?"
"2016","天津","B","A.To avoid becoming his clone.","a.to avoid becoming his clone."
"2016","天津","B","B.To resemble him in appearance.","b.to resemble him in appearance."
"2016","天津","B","C.To develop in a different direction.","c.to develop in a different direction."
"2016","天津","B","D.To reach the author's unachieved goals.","d.to reach the author's unachieved goals."
"2016","天津","B","42 What can we learn about the author's children?","42 what can we learn about the author's children?"
"2016","天津","B","A.His daughter does better in school.","a.his daughter does better in school."
"2016","天津","B","B.His daughter has got a master's degree.","b.his daughter has got a master's degree."
"2016","天津","B","C.His son tried hard to finish homework.","c.his son tried hard to finish homework."
"2016","天津","B","D.His son couldn't write his book reports.","d.his son couldn't write his book reports."
"2016","天津","B","43 The author let his son repair the car because he believed that ______.","43 the author let his son repair the car because he believed that ______."
"2016","天津","B","A.His son had the ability to fix it.","a.his son had the ability to fix it."
"2016","天津","B","B.it would save him much time.","b.it would save him much time."
"2016","天津","B","C.it wouldn't cause him any more loss.","c.it wouldn't cause him any more loss."
"2016","天津","B","D.other motorheads would come to help.","d.other motorheads would come to help."
"2016","天津","B","44 In the author's eyes, motorheads are ______.","44 in the author's eyes, motorheads are ______."
"2016","天津","B","A.tidy and hardworking","a.tidy and hardworking"
"2016","天津","B","B.cheerful and smart","b.cheerful and smart"
"2016","天津","B","C.lazy but bright","c.lazy but bright"
"2016","天津","B","D.relaxed but rude","d.relaxed but rude"
"2016","天津","B","45 What did the author realize in the end?","45 what did the author realize in the end?"
"2016","天津","B","A.It is unwise to expect your child to follow your path.","a.it is unwise to expect your child to follow your path."
"2016","天津","B","B.It is important for one to make the honor roll.","b.it is important for one to make the honor roll."
"2016","天津","B","C.Architects play a more important role than builders.","c.architects play a more important role than builders."
"2016","天津","B","D.Motorheads have greater ability than office workers.","d.motorheads have greater ability than office workers."
"2016","天津","C","When John was growing up, other kids felt sorry for him.","when john was growing up, other kids felt sorry for him."
"2016","天津","C","His parents always had him weeding the garden, carrying out the garbage and delivering newspapers.","his parents always had him weeding the garden, carrying out the garbage and delivering newspapers."
"2016","天津","C","But when John reached adulthood, he was better off than his childhood playmates.","but when john reached adulthood, he was better off than his childhood playmates."
"2016","天津","C","He had more job satisfaction, a better marriage and was healthier.","he had more job satisfaction, a better marriage and was healthier."
"2016","天津","C","Most of all, he was happier.","most of all, he was happier."
"2016","天津","C","Far happier.","far happier."
"2016","天津","C","These are the findings of a 40-year study that followed the lives of 456 teenage boys from Boston.","these are the findings of a 40-year study that followed the lives of 456 teenage boys from boston."
"2016","天津","C","The study showed that those who had worked as boys enjoyed happier and more productive lives than those who had not.","the study showed that those who had worked as boys enjoyed happier and more productive lives than those who had not."
"2016","天津","C","""Boys who worked in the home or community gained competence (能力) and came to feel they were worthwhile members of society,"" said George Vaillant, the psychologist (心理学家) who made the discovery.","""boys who worked in the home or community gained competence (能力) and came to feel they were worthwhile members of society,"" said george vaillant, the psychologist (心理学家) who made the discovery."
"2016","天津","C","""And because they felt good about themselves, others felt good about them.""","""and because they felt good about themselves, others felt good about them."""
"2016","天津","C","Vaillant's study followed these males in great detail.","vaillant's study followed these males in great detail."
"2016","天津","C","Interviews were repeated at ages 25, 31 and 47 Under Vaillant, the researchers compared the men's mental-health scores with their boyhood-activity scores.","interviews were repeated at ages 25, 31 and 47 under vaillant, the researchers compared the men's mental-health scores with their boyhood-activity scores."
"2016","天津","C","Points were awarded for part-time jobs, housework, effort in school, and ability to deal with problems.","points were awarded for part-time jobs, housework, effort in school, and ability to deal with problems."
"2016","天津","C","The link between what the men had done as boys and how they turned out as adults was surprisingly sharp.","the link between what the men had done as boys and how they turned out as adults was surprisingly sharp."
"2016","天津","C","Those who had done the most boyhood activities were twice as likely to have warm relations with a wide variety of people, five times as likely to be well paid and 16 times less likely to have been unemployed.","those who had done the most boyhood activities were twice as likely to have warm relations with a wide variety of people, five times as likely to be well paid and 16 times less likely to have been unemployed."
"2016","天津","C","The researchers also found that IQ and family social and economic class made no real difference in how the boys turned out.","the researchers also found that iq and family social and economic class made no real difference in how the boys turned out."
"2016","天津","C","Working -- at any age -- is important.","working -- at any age -- is important."
"2016","天津","C","Childhood activities help a child develop responsibility, independence, confidence and competence -- the underpinnings (基础) of emotional health.","childhood activities help a child develop responsibility, independence, confidence and competence -- the underpinnings (基础) of emotional health."
"2016","天津","C","They also help him understand that people must cooperate and work toward common goals.","they also help him understand that people must cooperate and work toward common goals."
"2016","天津","C","The most competent adults are those who know how to do this.","the most competent adults are those who know how to do this."
"2016","天津","C","Yet work isn't everything.","yet work isn't everything."
"2016","天津","C","As Tolstoy once said, ""One can live magnificently in this world if one knows how to work and how to love, to work for the person one loves and to love one's work.""","as tolstoy once said, ""one can live magnificently in this world if one knows how to work and how to love, to work for the person one loves and to love one's work."""
"2016","天津","C","46 What do we know about John?","46 what do we know about john?"
"2016","天津","C","A.He enjoyed his career and marriage.","a.he enjoyed his career and marriage."
"2016","天津","C","B.He had few childhood playmates.","b.he had few childhood playmates."
"2016","天津","C","C.He received little love from his family.","c.he received little love from his family."
"2016","天津","C","D.He was envied by others in his childhood.","d.he was envied by others in his childhood."
"2016","天津","C","47 Vaillant's words in Paragraph 2 serve as ______.","47 vaillant's words in paragraph 2 serve as ______."
"2016","天津","C","A.a description of personal values and social values","a.a description of personal values and social values"
"2016","天津","C","B.an analysis of how work was related to competence","b.an analysis of how work was related to competence"
"2016","天津","C","C.an example for parents' expectations of their children","c.an example for parents' expectations of their children"
"2016","天津","C","D.an explanation why some boys grew into happy men","d.an explanation why some boys grew into happy men"
"2016","天津","C","48 Vaillant's team obtained their findings by ______.","48 vaillant's team obtained their findings by ______."
"2016","天津","C","A.recording the boys' effort in school","a.recording the boys' effort in school"
"2016","天津","C","B.evaluating the men's mental health","b.evaluating the men's mental health"
"2016","天津","C","C.comparing different sets of scores","c.comparing different sets of scores"
"2016","天津","C","D.measuring the men's problem solving ability","d.measuring the men's problem solving ability"
"2016","天津","C","49 What does the underlined word ""sharp"" probably mean in Paragraph 4?","49 what does the underlined word ""sharp"" probably mean in paragraph 4?"
"2016","天津","C","A.Quick to react.","a.quick to react."
"2016","天津","C","B.Having a thin edge.","b.having a thin edge."
"2016","天津","C","C.Clear and definite.","c.clear and definite."
"2016","天津","C","D.sudden and rapid.","d.sudden and rapid."
"2016","天津","C","50 What can be inferred from the last paragraph?","50 what can be inferred from the last paragraph?"
"2016","天津","C","A.Competent adults know more about love than work.","a.competent adults know more about love than work."
"2016","天津","C","B.Emotional health is essential to a wonderful adult life.","b.emotional health is essential to a wonderful adult life."
"2016","天津","C","C.Love brings more joy to people than work does.","c.love brings more joy to people than work does."
"2016","天津","C","D.Independence is the key to one's success.","d.independence is the key to one's success."
"2016","天津","D","Failure is probably the most exhausting experience a person ever has.","failure is probably the most exhausting experience a person ever has."
"2016","天津","D","There is nothing more tiring than not succeeding.","there is nothing more tiring than not succeeding."
"2016","天津","D","We experience this tiredness in two ways: as start-up fatigue (疲惫) and performance fatigue.","we experience this tiredness in two ways: as start-up fatigue (疲惫) and performance fatigue."
"2016","天津","D","In the former case, we keep putting off a task because it has either too boring or too difficult.","in the former case, we keep putting off a task because it has either too boring or too difficult."
"2016","天津","D","And the longer we delay it, the more tired we feel.","and the longer we delay it, the more tired we feel."
